"EntrezGeneID","Variance"
"13803",9.01757463276419
"14609",9.01480012604387
"103161",9.01290656409519
"71721",9.01097674654789
"100503868",9.00672788330822
"17390",8.99696502189697
"83492",8.9943247906682
"13844",8.98279193269647
"21953",8.97931851513991
"100503562",8.97429633506788
"16010",8.95623145788198
"20210",8.95301241702488
"67305",8.94461009173222
"140703",8.93068268272373
"67451",8.92847735450834
"72293",8.90207410812582
"71740",8.89559304984286
"236915",8.88085780627462
"20411",8.87835026249678
"93706",8.85352241062737
"210297",8.85120093517712
"11838",8.84228191098839
"74562",8.81227357090197
"328968",8.81212517658715
"12798",8.79575600808725
"108760",8.79014795058459
"52024",8.78592431672615
"27762",8.77563921011062
"12563",8.76426902312348
"12833",8.76089680915887
"239673",8.75982854287818
"22021",8.75801073860191
"234593",8.74416991084586
"70779",8.74355305366477
"232670",8.74326225898935
"20198",8.7385286359567
"109700",8.72184995154854
"20277",8.66540932460128
"106014",8.65582645290142
"70967",8.64890543848519
"232016",8.6397218774718
